date,ticker,open,high,low,close,volume
2020-07-09,JPM,113.13,113.55,112.11,113.03,16107143
2020-07-10,JPM,111.68,113.38,110.58,111.0,35939693
2020-07-13,JPM,111.99,113.83,111.85,111.86,40043877
2020-07-14,JPM,112.22,112.41,110.14,112.11,41259153
2020-07-15,JPM,110.97,111.85,110.4,111.38,36665688
2020-07-16,JPM,107.36,108.59,106.0,107.74,9033224
2020-07-17,JPM,112.09,112.81,111.44,112.38,48400936
2020-07-20,JPM,114.44,117.64,113.63,113.84,6570738
2020-07-21,JPM,114.4,115.17,113.0,114.41,40415020
2020-07-22,JPM,114.01,114.68,112.84,113.59,33670395
2020-07-23,JPM,119.57,119.64,118.94,119.24,16197274
2020-07-24,JPM,120.45,122.79,118.91,120.17,3336290
2020-07-27,JPM,118.55,119.24,116.41,118.4,15724168
2020-07-28,JPM,116.57,116.78,116.54,116.7,24823058
2020-07-29,JPM,121.77,124.74,121.48,122.05,7836557
2020-07-30,JPM,125.83,126.37,125.24,125.39,22111385
2020-07-31,JPM,120.36,121.36,119.15,120.94,1717778
2020-08-03,JPM,123.94,124.73,123.57,123.92,48714304
2020-08-04,JPM,123.52,124.94,122.59,124.19,42232987
2020-08-05,JPM,119.86,120.24,118.31,119.47,31153836
2020-08-06,JPM,115.28,115.91,114.96,115.26,12942461
2020-08-07,JPM,114.81,115.24,114.19,114.87,34185373
2020-08-10,JPM,114.36,116.6,114.33,115.14,30849026
2020-08-11,JPM,116.11,116.19,115.36,115.7,35253350
2020-08-12,JPM,109.42,111.18,108.36,109.86,45539923
2020-08-13,JPM,113.17,115.15,113.06,113.85,28461448
2020-08-14,JPM,116.19,116.37,115.75,116.29,17806630
2020-08-17,JPM,114.19,114.89,112.13,113.45,11145282
2020-08-18,JPM,116.47,116.96,115.16,116.09,26703116
2020-08-19,JPM,119.72,120.85,117.94,118.85,5776194
2020-08-20,JPM,119.71,123.29,118.71,120.16,23316566
2020-08-21,JPM,122.13,124.57,120.4,123.22,10929218
2020-08-24,JPM,125.6,127.95,123.76,125.17,1705432
2020-08-25,JPM,124.15,124.17,122.99,123.13,33810351
2020-08-26,JPM,120.67,122.49,120.21,120.28,25963761
2020-08-27,JPM,119.92,121.86,118.86,120.13,4882218
2020-08-28,JPM,120.03,120.54,118.69,119.17,11466272
2020-08-31,JPM,122.77,124.57,122.77,123.13,29006881
2020-09-01,JPM,126.6,126.88,125.0,126.25,5186063
2020-09-02,JPM,123.79,125.67,123.51,124.22,7507670
2020-09-03,JPM,123.19,124.06,121.82,122.95,18807173
2020-09-04,JPM,122.24,124.86,120.6,122.82,43508364
2020-09-07,JPM,122.78,124.43,122.64,123.91,41232692
2020-09-08,JPM,121.27,122.65,120.43,121.93,20411048
2020-09-09,JPM,120.46,121.37,118.83,121.12,6677639
2020-09-10,JPM,120.79,121.49,120.02,120.95,14659083
2020-09-11,JPM,122.27,124.18,119.87,121.71,15463524
2020-09-14,JPM,121.39,122.45,120.79,121.38,13650982
2020-09-15,JPM,124.1,124.49,121.1,123.76,3047739
2020-09-16,JPM,123.55,124.62,123.46,124.09,37200834
2020-09-17,JPM,122.04,125.03,121.04,122.58,25011902
2020-09-18,JPM,123.74,125.13,122.0,124.46,18530696
2020-09-21,JPM,125.93,126.72,124.85,126.6,35044217
2020-09-22,JPM,131.21,131.55,130.68,130.91,43617663
2020-09-23,JPM,132.27,132.96,129.95,131.27,28059085
2020-09-24,JPM,127.14,128.24,125.38,127.22,2700796
2020-09-25,JPM,127.14,127.99,126.48,127.01,38476973
2020-09-28,JPM,125.1,125.91,123.26,124.83,49700543
2020-09-29,JPM,127.56,128.35,125.3,127.26,36099633
2020-09-30,JPM,125.95,127.6,124.48,125.87,35984687
2020-10-01,JPM,131.54,131.65,129.12,130.69,11695582
2020-10-02,JPM,128.37,130.07,127.91,128.12,29208917
2020-10-05,JPM,127.26,129.58,125.0,126.79,43213214
2020-10-06,JPM,125.67,126.58,124.84,125.75,47512811
2020-10-07,JPM,125.56,125.57,125.1,125.27,40064756
2020-10-08,JPM,123.21,124.88,122.01,124.24,38183797
2020-10-09,JPM,119.16,121.24,118.29,120.43,10170486
2020-10-12,JPM,123.02,125.68,122.36,123.19,15992145
2020-10-13,JPM,118.4,119.2,117.27,119.07,31730614
2020-10-14,JPM,121.06,121.93,119.08,119.91,18217912
2020-10-15,JPM,123.81,124.57,121.52,123.23,24074172
2020-10-16,JPM,123.51,123.84,122.23,122.79,37560271
2020-10-19,JPM,122.92,124.91,121.43,123.38,28842491
2020-10-20,JPM,123.01,125.48,122.69,123.63,25629275
2020-10-21,JPM,128.05,129.88,126.69,128.15,9195669
2020-10-22,JPM,130.1,130.88,129.24,129.7,49389684
2020-10-23,JPM,129.7,130.93,129.11,129.35,25237555
2020-10-26,JPM,134.63,135.9,131.1,133.59,20891266
2020-10-27,JPM,136.6,137.11,135.85,136.53,21291272
2020-10-28,JPM,136.08,137.13,132.66,135.2,15701208
2020-10-29,JPM,138.55,141.81,136.48,138.68,24961749
2020-10-30,JPM,139.09,139.78,137.42,138.79,6252354
2020-11-02,JPM,142.64,142.8,141.58,141.68,12824070
2020-11-03,JPM,140.9,140.95,138.75,139.99,1050329
2020-11-04,JPM,141.77,142.43,139.84,140.42,29559853
2020-11-05,JPM,138.93,139.77,138.0,138.41,31457715
2020-11-06,JPM,137.04,137.32,135.73,136.61,35741339
2020-11-09,JPM,137.41,139.07,134.9,137.34,40059439
2020-11-10,JPM,138.1,139.77,137.55,138.36,8944890
2020-11-11,JPM,138.55,139.31,137.42,138.49,19231908
2020-11-12,JPM,141.1,141.56,139.63,140.62,17064678
2020-11-13,JPM,138.35,139.56,136.6,138.12,40368597
2020-11-16,JPM,139.42,142.13,138.09,138.6,39108404
2020-11-17,JPM,139.63,141.75,137.46,140.15,4807935
2020-11-18,JPM,137.99,138.29,136.84,137.87,49523810
2020-11-19,JPM,139.34,140.48,138.27,140.13,18938859
2020-11-20,JPM,141.08,141.25,137.27,139.93,25365242
2020-11-23,JPM,138.96,139.55,138.66,138.94,36337350
2020-11-24,JPM,136.19,137.29,135.02,136.47,48819845
2020-11-25,JPM,138.77,140.5,138.0,139.2,35521211
2020-11-26,JPM,140.22,141.71,138.06,139.96,10275925
2020-11-27,JPM,141.2,142.84,140.19,140.61,33709129
2020-11-30,JPM,136.89,138.0,135.13,137.81,6397583
2020-12-01,JPM,135.38,135.94,134.04,135.06,44684051
2020-12-02,JPM,133.12,134.26,130.8,134.04,31554416
2020-12-03,JPM,132.82,133.65,131.84,132.31,35507523
2020-12-04,JPM,132.11,132.88,130.28,132.77,13175864
2020-12-07,JPM,136.85,141.67,136.77,138.58,13676467
2020-12-08,JPM,140.24,141.25,139.22,140.12,44771902
2020-12-09,JPM,138.77,140.17,137.1,138.51,25078436
2020-12-10,JPM,136.99,138.02,136.29,137.16,12366971
2020-12-11,JPM,135.08,137.04,134.95,136.11,14208085
2020-12-14,JPM,134.97,135.51,132.51,135.32,43828007
2020-12-15,JPM,137.06,139.97,135.92,137.55,43226663
2020-12-16,JPM,137.39,138.4,136.94,137.7,7502015
2020-12-17,JPM,135.95,136.39,135.68,136.1,24695680
2020-12-18,JPM,136.49,137.07,135.81,136.47,21480524
2020-12-21,JPM,139.26,142.46,138.15,139.82,48532638
2020-12-22,JPM,141.55,142.83,141.38,142.01,7588702
2020-12-23,JPM,139.03,140.5,138.93,139.82,4312468
2020-12-24,JPM,138.26,139.53,138.1,138.61,48305557
2020-12-25,JPM,142.51,143.49,140.67,142.33,45316061
2020-12-28,JPM,143.22,144.21,140.45,142.56,14764276
2020-12-29,JPM,146.4,146.57,145.56,146.47,15862887
2020-12-30,JPM,145.86,148.76,144.73,146.17,37091706
2020-12-31,JPM,146.34,147.82,145.58,147.17,43160888
2021-01-01,JPM,147.95,150.06,147.04,147.74,14461347
2021-01-04,JPM,150.35,154.39,148.75,150.89,14739675
2021-01-05,JPM,152.04,152.42,151.55,151.99,14453138
2021-01-06,JPM,152.81,154.05,150.44,151.95,42237457
2021-01-07,JPM,157.34,157.79,156.97,157.54,15129628
2021-01-08,JPM,155.81,158.62,151.4,156.67,2999177
2021-01-11,JPM,158.27,159.62,156.64,158.73,23597543
2021-01-12,JPM,159.9,161.25,157.99,160.25,1129062
2021-01-13,JPM,156.74,158.0,154.13,155.42,47355530
2021-01-14,JPM,150.98,155.54,149.8,153.09,32254268
2021-01-15,JPM,152.39,153.58,152.13,152.14,39724294
2021-01-18,JPM,153.69,154.34,153.13,153.86,5028503
2021-01-19,JPM,154.91,155.44,153.47,154.83,32675337
2021-01-20,JPM,149.47,151.66,148.27,150.99,22824782
2021-01-21,JPM,151.98,152.18,151.71,152.13,38808798
2021-01-22,JPM,155.73,156.93,154.45,154.7,17118370
2021-01-25,JPM,155.42,156.29,153.29,155.34,19296536
2021-01-26,JPM,159.87,161.05,158.97,160.19,3332627
2021-01-27,JPM,160.23,161.95,156.27,159.18,42845528
2021-01-28,JPM,159.6,159.85,157.69,158.82,25164668
2021-01-29,JPM,159.94,161.59,158.8,158.93,48236494
2021-02-01,JPM,154.51,155.07,152.36,152.91,16649704
2021-02-02,JPM,149.67,151.26,148.84,149.48,10188239
2021-02-03,JPM,146.48,148.61,145.43,147.9,16526649
2021-02-04,JPM,149.55,154.12,148.74,150.34,32786175
2021-02-05,JPM,157.5,157.93,154.93,156.66,22525797
2021-02-08,JPM,158.32,161.91,158.22,159.45,5578118
2021-02-09,JPM,160.79,163.65,158.5,160.63,3274830
2021-02-10,JPM,171.98,173.64,169.93,171.57,20743341
2021-02-11,JPM,172.89,176.59,170.6,174.02,30206870
2021-02-12,JPM,174.92,179.39,172.89,173.83,49479741
2021-02-15,JPM,172.62,173.17,169.29,171.77,43630653
2021-02-16,JPM,171.36,174.29,170.58,171.58,9932713
2021-02-17,JPM,174.27,176.02,173.66,175.1,36712574
2021-02-18,JPM,171.98,172.13,171.8,171.93,19868844
2021-02-19,JPM,172.13,173.83,172.12,172.27,7798382
2021-02-22,JPM,173.67,176.12,170.24,172.51,39730451
2021-02-23,JPM,167.09,167.79,166.16,167.37,49913585
2021-02-24,JPM,170.87,170.92,169.49,169.97,25620592
2021-02-25,JPM,166.25,167.64,165.91,166.55,15255027
2021-02-26,JPM,166.97,167.95,166.68,167.2,19616512
2021-03-01,JPM,169.84,170.98,165.2,168.69,39178846
2021-03-02,JPM,167.37,170.76,165.53,167.82,35917579
2021-03-03,JPM,169.8,172.79,168.12,170.92,31484992
2021-03-04,JPM,171.7,171.9,169.87,171.82,49467847
2021-03-05,JPM,169.98,171.73,168.66,171.62,24079403
2021-03-08,JPM,171.46,173.39,171.07,172.48,25988647
2021-03-09,JPM,177.45,177.57,174.48,176.69,20139981
2021-03-10,JPM,173.96,177.12,171.74,172.47,7236500
2021-03-11,JPM,166.23,168.16,165.79,166.93,37812464
2021-03-12,JPM,169.32,171.92,167.55,170.73,3195571
2021-03-15,JPM,172.87,174.09,169.96,171.84,20448546
2021-03-16,JPM,169.87,172.66,167.55,170.49,28708991
2021-03-17,JPM,168.12,168.94,166.2,168.58,8305075
2021-03-18,JPM,169.22,170.85,168.71,168.99,19874128
2021-03-19,JPM,169.94,173.21,169.41,169.87,10572590
2021-03-22,JPM,165.93,166.01,163.06,165.41,11371550
2021-03-23,JPM,166.43,169.11,164.72,166.33,9618359
2021-03-24,JPM,168.39,172.57,165.93,170.15,33458747
2021-03-25,JPM,170.72,174.95,168.9,171.23,35780951
2021-03-26,JPM,174.98,179.43,173.19,175.34,36243578
2021-03-29,JPM,175.18,175.34,173.16,174.96,3177090
2021-03-30,JPM,171.73,175.22,170.05,171.07,24671669
2021-03-31,JPM,172.45,173.65,170.02,172.72,35228472
2021-04-01,JPM,165.52,167.22,164.77,166.55,19671168
2021-04-02,JPM,163.81,164.11,162.72,162.95,31625695
2021-04-05,JPM,165.73,166.15,161.7,164.85,28392567
2021-04-06,JPM,165.39,168.26,164.8,165.34,34495413
2021-04-07,JPM,162.78,164.92,161.37,162.54,42830106
2021-04-08,JPM,165.72,168.48,165.12,167.73,2115652
2021-04-09,JPM,168.57,170.67,168.19,169.05,37211955
2021-04-12,JPM,169.31,171.52,166.84,170.41,49688190
2021-04-13,JPM,163.81,164.36,161.46,164.33,42771517
2021-04-14,JPM,172.77,174.52,167.98,172.16,8459750
2021-04-15,JPM,171.28,172.06,171.14,171.89,38323297
2021-04-16,JPM,170.37,172.85,167.76,170.26,22521351
2021-04-19,JPM,173.78,174.07,170.64,173.43,13851940
2021-04-20,JPM,175.82,176.85,174.96,175.85,28984455
2021-04-21,JPM,178.07,181.05,175.29,176.88,15949911
2021-04-22,JPM,178.55,179.55,176.75,178.23,40146970
2021-04-23,JPM,169.55,172.21,167.64,169.22,1782124
2021-04-26,JPM,162.77,164.47,162.56,163.29,16085450
2021-04-27,JPM,163.79,164.98,161.27,164.2,15016332
2021-04-28,JPM,167.21,168.13,164.98,166.74,19434581
2021-04-29,JPM,170.2,170.62,169.84,170.0,39909310
2021-04-30,JPM,174.49,177.19,170.86,172.94,42826291
2021-05-03,JPM,173.72,176.23,173.59,175.42,7442838
2021-05-04,JPM,178.38,178.9,176.52,177.05,1589484
2021-05-05,JPM,174.0,176.07,173.86,174.5,1245296
2021-05-06,JPM,178.13,178.54,177.09,178.15,41657862
2021-05-07,JPM,173.16,174.02,172.05,174.01,23335768
2021-05-10,JPM,170.86,172.3,169.78,171.11,47254451
2021-05-11,JPM,171.72,175.0,170.35,173.66,5933026
2021-05-12,JPM,177.74,179.85,176.18,177.3,4027404
2021-05-13,JPM,175.36,175.81,173.7,174.97,3967249
2021-05-14,JPM,176.46,176.56,174.45,176.1,9145320
2021-05-17,JPM,172.62,174.74,171.12,171.61,16240360
2021-05-18,JPM,168.13,170.5,168.04,168.36,27159893
2021-05-19,JPM,163.23,163.8,161.55,161.68,31464919
2021-05-20,JPM,164.62,167.09,162.15,164.08,2107873
2021-05-21,JPM,164.37,166.45,162.94,163.62,7955830
2021-05-24,JPM,169.08,169.81,167.04,167.81,21745102
2021-05-25,JPM,174.61,175.05,172.33,173.74,12260184
2021-05-26,JPM,177.95,180.39,175.83,177.28,20595974
2021-05-27,JPM,173.17,175.36,172.87,173.25,25473135
2021-05-28,JPM,171.2,173.77,170.63,172.6,31779308
2021-05-31,JPM,172.6,173.28,172.28,172.67,25148972
2021-06-01,JPM,174.55,175.77,173.49,174.16,32373866
2021-06-02,JPM,172.69,177.73,171.65,173.83,33582881
2021-06-03,JPM,170.49,172.48,169.3,171.55,22691490
2021-06-04,JPM,170.48,172.93,169.25,171.25,5735327
2021-06-07,JPM,177.87,181.62,176.84,178.93,39390293
2021-06-08,JPM,174.71,176.92,173.34,175.3,42183493
2021-06-09,JPM,175.09,175.97,170.76,173.53,45811804
2021-06-10,JPM,172.93,174.84,171.05,172.21,21902128
2021-06-11,JPM,167.46,168.65,165.07,166.04,7837544
2021-06-14,JPM,163.76,164.71,162.79,164.35,26477970
2021-06-15,JPM,164.29,164.43,163.43,163.9,41043990
2021-06-16,JPM,159.03,160.18,158.26,159.81,48542822
2021-06-17,JPM,162.25,164.49,160.72,161.51,36789523
2021-06-18,JPM,159.2,161.44,158.23,160.94,26926853
2021-06-21,JPM,153.95,156.86,153.65,154.28,23506952
2021-06-22,JPM,160.29,160.44,158.28,160.24,47460605
2021-06-23,JPM,155.63,157.64,154.78,156.22,45098424
2021-06-24,JPM,160.39,162.12,160.23,161.1,35744856
2021-06-25,JPM,159.32,162.08,158.36,161.48,10267989
2021-06-28,JPM,163.83,167.08,163.33,164.5,45753356
2021-06-29,JPM,171.38,173.72,169.5,172.52,37636690
2021-06-30,JPM,171.03,174.4,169.67,172.89,9731074
2021-07-01,JPM,171.32,173.2,169.05,171.33,45770818
2021-07-02,JPM,162.52,164.41,159.72,161.89,40643126
2021-07-05,JPM,161.95,162.58,161.3,161.4,33556817
2021-07-06,JPM,160.57,162.08,157.61,160.16,16529722
2021-07-07,JPM,161.16,161.34,159.86,160.33,2824986
2021-07-08,JPM,158.9,161.02,158.13,159.26,19693427
2021-07-09,JPM,158.48,158.61,156.97,158.27,35205381
2021-07-12,JPM,159.69,161.25,158.44,159.17,40741637
2021-07-13,JPM,161.17,161.91,158.94,159.49,18513231
2021-07-14,JPM,159.63,160.32,158.08,159.37,40687143
2021-07-15,JPM,161.67,163.67,159.9,162.17,7115377
2021-07-16,JPM,162.51,166.12,160.39,164.69,42813797
2021-07-19,JPM,165.66,166.63,163.87,166.53,26703318
2021-07-20,JPM,165.6,167.69,162.66,164.94,11815016
2021-07-21,JPM,162.85,164.06,161.73,163.92,11252730
2021-07-22,JPM,160.88,162.07,160.61,160.94,35602119
2021-07-23,JPM,160.11,161.57,159.59,161.54,1160128
2021-07-26,JPM,162.28,162.75,160.47,161.63,3257289
2021-07-27,JPM,158.39,161.42,157.9,158.32,38317586
2021-07-28,JPM,162.15,163.59,160.9,162.2,22467430
2021-07-29,JPM,165.51,165.8,163.57,165.68,30051278
2021-07-30,JPM,168.3,169.7,167.71,169.4,44414516
2021-08-02,JPM,168.78,172.51,167.73,169.44,6726054
2021-08-03,JPM,166.73,166.82,165.13,166.39,30418389
2021-08-04,JPM,166.62,168.9,165.84,166.57,8450173
2021-08-05,JPM,162.59,163.64,161.61,162.17,17642155
2021-08-06,JPM,164.61,166.48,163.22,164.21,47951793
2021-08-09,JPM,167.11,167.77,164.22,166.61,4342227
2021-08-10,JPM,165.64,168.77,164.52,165.91,45317911
2021-08-11,JPM,163.66,164.79,163.14,164.01,33618615
2021-08-12,JPM,168.2,169.66,166.89,168.36,28793784
2021-08-13,JPM,166.84,167.06,163.73,166.16,7576029
2021-08-16,JPM,169.15,170.98,167.79,167.85,36895529
2021-08-17,JPM,166.14,168.79,165.14,167.08,36232802
2021-08-18,JPM,171.44,173.76,170.78,171.53,2571669
2021-08-19,JPM,172.47,173.54,171.24,172.95,36455116
2021-08-20,JPM,177.08,178.77,176.56,176.61,28905315
2021-08-23,JPM,189.44,189.79,186.57,187.12,35056736
2021-08-24,JPM,185.83,187.35,182.54,186.01,42017966
2021-08-25,JPM,184.54,185.4,184.11,184.17,22046652
2021-08-26,JPM,181.2,181.69,177.31,180.52,6264903
2021-08-27,JPM,191.04,191.93,189.3,190.3,12316076
2021-08-30,JPM,192.38,196.25,191.49,194.8,4732322
2021-08-31,JPM,195.8,199.89,195.02,195.6,36245764
2021-09-01,JPM,188.95,190.31,188.9,189.1,42053793
2021-09-02,JPM,183.24,183.96,181.74,183.42,20832257
2021-09-03,JPM,184.19,186.34,181.24,184.62,28911244
2021-09-06,JPM,187.75,189.05,185.61,186.01,33598654
2021-09-07,JPM,183.33,188.12,183.09,184.47,37378939
2021-09-08,JPM,182.77,185.5,181.11,182.52,20522654
2021-09-09,JPM,179.0,180.83,178.51,178.52,36825216
2021-09-10,JPM,181.62,184.21,180.19,181.2,3876516
2021-09-13,JPM,180.31,180.86,177.77,180.7,9976920
2021-09-14,JPM,180.72,183.64,180.26,180.29,32154497
2021-09-15,JPM,181.69,181.82,176.94,180.35,4081865
2021-09-16,JPM,180.63,180.78,178.5,179.07,41446935
2021-09-17,JPM,182.21,184.63,181.28,182.29,21479347
2021-09-20,JPM,184.05,185.74,183.15,184.19,27624548
2021-09-21,JPM,185.29,187.1,181.88,184.98,37719473
2021-09-22,JPM,191.39,191.91,188.73,190.32,27810112
2021-09-23,JPM,188.69,190.65,186.8,189.92,16888318
2021-09-24,JPM,189.37,189.52,185.04,188.52,9591106
2021-09-27,JPM,190.32,193.72,190.29,190.94,2544617
2021-09-28,JPM,197.2,199.91,195.73,197.42,20422598
2021-09-29,JPM,197.69,198.6,194.02,197.17,40726443
2021-09-30,JPM,197.08,198.37,196.0,197.46,46162465
2021-10-01,JPM,202.46,204.0,198.67,199.81,24939269
2021-10-04,JPM,199.74,200.38,197.41,199.95,37192312
2021-10-05,JPM,209.53,210.11,208.68,208.97,23484488
2021-10-06,JPM,205.19,205.33,200.88,204.49,32266902
2021-10-07,JPM,205.47,205.98,203.37,204.93,12964211
2021-10-08,JPM,203.46,207.55,201.42,205.19,48432929
2021-10-11,JPM,199.44,201.11,197.7,198.89,44437315
2021-10-12,JPM,198.0,198.37,195.87,196.21,42592308
2021-10-13,JPM,189.9,193.93,188.99,190.76,8123487
2021-10-14,JPM,191.41,193.46,190.66,190.81,25703490
2021-10-15,JPM,188.4,190.51,186.77,187.63,18398709
2021-10-18,JPM,186.74,186.81,185.34,186.24,29395120
2021-10-19,JPM,189.29,190.8,188.75,190.61,8084021
2021-10-20,JPM,187.24,190.21,187.21,188.49,5964639
2021-10-21,JPM,186.65,187.65,183.88,185.09,36282756
2021-10-22,JPM,184.62,187.32,183.69,185.23,39715243
2021-10-25,JPM,183.25,185.87,179.41,181.85,17277793
2021-10-26,JPM,185.01,191.59,184.86,185.58,19941582
2021-10-27,JPM,187.17,188.13,184.12,187.38,37826666
2021-10-28,JPM,184.66,185.35,183.15,183.82,40758904
2021-10-29,JPM,191.06,194.23,189.47,190.71,7725799
2021-11-01,JPM,183.98,186.01,183.85,184.97,25642283
2021-11-02,JPM,182.91,183.69,182.05,183.56,35502819
2021-11-03,JPM,185.83,189.08,184.04,185.83,43181040
2021-11-04,JPM,181.58,184.34,179.18,182.33,5881497
2021-11-05,JPM,188.13,189.38,185.57,187.77,9526548
2021-11-08,JPM,191.44,192.09,186.55,189.85,47860516
2021-11-09,JPM,196.02,196.76,192.1,194.17,16473889
2021-11-10,JPM,204.71,206.13,202.43,204.61,40316360
2021-11-11,JPM,210.55,211.66,207.31,207.86,37970486
2021-11-12,JPM,216.48,217.78,216.1,216.76,10992453
2021-11-15,JPM,216.04,220.09,212.84,216.94,26977557
2021-11-16,JPM,217.35,217.74,216.65,217.54,22233980
2021-11-17,JPM,216.61,219.01,213.59,218.07,19017742
2021-11-18,JPM,218.24,219.92,215.52,219.41,9089290
2021-11-19,JPM,218.9,220.98,218.32,218.85,5140773
2021-11-22,JPM,214.61,215.97,211.29,215.78,18069025
2021-11-23,JPM,217.07,218.66,216.27,217.52,9430033
2021-11-24,JPM,205.41,209.28,205.12,205.65,44724109
2021-11-25,JPM,205.79,208.41,204.68,207.8,28248616
2021-11-26,JPM,206.15,208.74,203.99,204.82,14083463
2021-11-29,JPM,209.83,210.0,208.95,209.64,42426978
2021-11-30,JPM,201.37,202.06,200.91,201.44,15568036
2021-12-01,JPM,200.42,201.58,197.47,199.41,23957599
2021-12-02,JPM,194.34,195.02,193.06,194.25,42580085
2021-12-03,JPM,196.32,196.8,195.43,196.09,45008219
2021-12-06,JPM,197.49,199.49,196.58,198.24,45569580
2021-12-07,JPM,198.05,198.28,197.24,198.24,21195651
2021-12-08,JPM,204.22,205.78,201.71,203.59,5991994
2021-12-09,JPM,208.49,211.58,206.16,208.84,12119375
2021-12-10,JPM,210.03,210.7,209.46,210.15,27689960
2021-12-13,JPM,197.56,202.35,196.67,198.04,48390321
2021-12-14,JPM,197.4,203.93,196.52,200.26,17530380
2021-12-15,JPM,194.4,194.72,192.25,193.85,49513144
2021-12-16,JPM,193.85,196.02,193.79,193.87,18343702
2021-12-17,JPM,194.1,194.98,191.57,192.96,24122695
2021-12-20,JPM,188.9,193.0,187.27,189.57,39570200
2021-12-21,JPM,188.06,188.36,185.39,186.84,21203226
2021-12-22,JPM,192.05,194.18,186.48,190.07,7748081
2021-12-23,JPM,187.68,191.94,185.87,186.38,2077993
2021-12-24,JPM,190.27,191.11,187.42,190.08,19508867
2021-12-27,JPM,188.79,190.46,188.75,189.58,24919044
2021-12-28,JPM,187.99,188.85,185.81,187.84,12055239
2021-12-29,JPM,188.73,190.34,188.68,190.14,24687992
2021-12-30,JPM,192.4,194.03,190.89,192.52,45350689
2021-12-31,JPM,190.94,192.82,189.76,190.79,14423712
2022-01-03,JPM,185.76,188.88,183.58,186.2,4358255
2022-01-04,JPM,191.79,191.9,189.59,190.56,31082983
2022-01-05,JPM,193.91,195.02,193.52,194.06,33920796
2022-01-06,JPM,190.74,194.22,190.51,192.06,21313831
2022-01-07,JPM,190.4,192.54,189.41,189.97,47534264
2022-01-10,JPM,187.71,189.64,187.51,188.88,3071310
2022-01-11,JPM,186.33,190.24,184.31,187.39,35881826
2022-01-12,JPM,187.69,189.16,182.98,188.77,28912019
2022-01-13,JPM,189.13,190.07,187.68,187.78,25399419
2022-01-14,JPM,179.66,181.53,178.82,180.67,9639202
2022-01-17,JPM,188.07,188.14,187.1,187.86,15636257
2022-01-18,JPM,188.73,189.39,185.08,187.22,41527387
2022-01-19,JPM,190.89,191.0,187.77,190.38,19036478
2022-01-20,JPM,189.14,191.03,187.42,187.94,32677363
2022-01-21,JPM,184.94,186.54,181.94,184.83,11297268
2022-01-24,JPM,181.86,184.04,181.45,182.08,13317734
2022-01-25,JPM,175.23,178.61,173.84,176.93,35390144
2022-01-26,JPM,179.11,179.15,178.65,178.96,14407876
2022-01-27,JPM,172.96,176.16,171.01,173.9,26285233
2022-01-28,JPM,169.65,172.28,167.18,168.13,1148349
2022-01-31,JPM,168.63,169.7,165.64,168.49,48323554
2022-02-01,JPM,171.37,172.47,168.04,170.69,27070589
2022-02-02,JPM,179.74,179.81,178.48,179.12,16586600
2022-02-03,JPM,187.47,189.37,183.86,186.54,31477719
2022-02-04,JPM,186.14,187.0,182.42,185.84,7365868
2022-02-07,JPM,184.38,185.41,184.01,184.52,46346807
2022-02-08,JPM,185.18,185.42,183.26,184.35,12503650
2022-02-09,JPM,184.23,187.86,182.71,185.4,29971301
2022-02-10,JPM,185.5,187.19,185.16,186.91,34297035
2022-02-11,JPM,195.17,196.05,191.51,194.13,25194317
2022-02-14,JPM,197.39,200.34,196.91,197.65,15121911
2022-02-15,JPM,197.92,201.63,197.53,197.88,48237379
2022-02-16,JPM,193.55,198.01,190.67,196.53,48100256
2022-02-17,JPM,195.74,197.32,192.42,196.22,13703181
2022-02-18,JPM,199.89,204.09,198.76,200.11,33904626
2022-02-21,JPM,206.77,208.19,204.31,204.66,31415843
2022-02-22,JPM,196.19,199.54,194.59,198.02,39585603
2022-02-23,JPM,194.15,198.85,193.66,194.2,8040259
2022-02-24,JPM,191.27,193.59,190.02,191.38,9911993
2022-02-25,JPM,187.39,190.05,183.5,189.18,28021405
2022-02-28,JPM,187.79,189.01,185.31,188.94,10787348
2022-03-01,JPM,194.17,195.12,192.13,194.67,48300421
2022-03-02,JPM,192.83,193.84,192.57,192.95,10388677
2022-03-03,JPM,195.41,196.84,194.18,194.75,33593928
2022-03-04,JPM,191.87,193.43,189.16,191.96,15838621
2022-03-07,JPM,190.01,190.68,189.56,189.59,31766281
2022-03-08,JPM,193.67,195.5,192.86,195.04,6405032
2022-03-09,JPM,192.33,194.21,191.44,192.04,47224375
2022-03-10,JPM,188.05,188.46,187.52,188.26,44677934
2022-03-11,JPM,189.31,192.23,188.63,189.73,43840276
2022-03-14,JPM,192.58,197.93,189.35,193.9,48343413
2022-03-15,JPM,193.22,194.28,191.92,192.15,23192013
2022-03-16,JPM,198.88,199.45,197.07,198.12,45206351
2022-03-17,JPM,196.09,196.99,191.3,195.87,18271876
2022-03-18,JPM,195.51,196.64,193.33,196.5,4319683
2022-03-21,JPM,206.37,207.59,201.4,205.11,9563952
2022-03-22,JPM,205.98,207.05,204.06,206.72,32444847
2022-03-23,JPM,209.8,217.69,209.58,212.71,8806190
2022-03-24,JPM,212.27,217.27,211.1,213.08,44229332
2022-03-25,JPM,211.82,215.85,206.41,213.86,38469312
2022-03-28,JPM,206.15,209.9,203.23,206.56,12437811
2022-03-29,JPM,207.9,209.15,204.8,206.99,40350803
2022-03-30,JPM,210.88,214.1,209.15,209.38,35697988
2022-03-31,JPM,218.26,219.47,214.64,217.34,8386784
